Time,Type,Epoch,Step,Loss,Average_accuracy,R_Ankle,R_Knee,R_Hip,L_Hip,L_Knee,L_Ankle,Pelvis,Thorax,Upper_neck,Head_top,R_Wrist,R_Elbow,R_Shoulder,L_Shoulder,L_Elbow,L_Wrist
21:26:09_18.05.2019,train,[87/100],[3/6],0.00056578,0.0391,0.125,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
21:26:33_18.05.2019,train,[87/100],[4/6],0.00067413,0.0547,0.125,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125
21:26:49_18.05.2019,train,[87/100],[5/6],0.00040929,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:27:00_18.05.2019,valid,[87/100],[0/6],0.00057577,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:27:11_18.05.2019,train,[88/100],[0/6],0.00058149,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:27:35_18.05.2019,train,[88/100],[1/6],0.00073983,0.0312,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000
21:27:58_18.05.2019,train,[88/100],[2/6],0.00050500,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
21:28:20_18.05.2019,train,[88/100],[3/6],0.00055610,0.0391,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000
21:28:44_18.05.2019,train,[88/100],[4/6],0.00069002,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:29:00_18.05.2019,train,[88/100],[5/6],0.00070319,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:29:11_18.05.2019,valid,[88/100],[0/6],0.00057480,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:29:20_18.05.2019,train,[89/100],[0/6],0.00059431,0.0469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.375,0.000,0.000,0.125,0.125,0.000,0.000
21:29:44_18.05.2019,train,[89/100],[1/6],0.00063699,0.0391,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:30:07_18.05.2019,train,[89/100],[2/6],0.00070148,0.0234,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:30:32_18.05.2019,train,[89/100],[3/6],0.00057006,0.0234,0.000,0.125,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:30:53_18.05.2019,train,[89/100],[4/6],0.00067852,0.0625,0.000,0.375,0.000,0.000,0.125,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.125,0.000,0.000
21:31:09_18.05.2019,train,[89/100],[5/6],0.00044255,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000
21:31:22_18.05.2019,valid,[89/100],[0/6],0.00057102,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:31:33_18.05.2019,train,[90/100],[0/6],0.00056784,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.125,0.000,0.000
21:31:56_18.05.2019,train,[90/100],[1/6],0.00061437,0.0625,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.375,0.000,0.125,0.000,0.125,0.000,0.000
21:32:18_18.05.2019,train,[90/100],[2/6],0.00061545,0.0312,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
21:32:40_18.05.2019,train,[90/100],[3/6],0.00070435,0.0469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.125,0.000,0.000,0.000,0.125
21:33:03_18.05.2019,train,[90/100],[4/6],0.00061540,0.0391,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000
21:33:19_18.05.2019,train,[90/100],[5/6],0.00079626,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000
21:33:31_18.05.2019,valid,[90/100],[0/6],0.00057411,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:33:41_18.05.2019,train,[91/100],[0/6],0.00060812,0.0078,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:34:03_18.05.2019,train,[91/100],[1/6],0.00071150,0.0547,0.000,0.250,0.125,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:34:27_18.05.2019,train,[91/100],[2/6],0.00065674,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:34:51_18.05.2019,train,[91/100],[3/6],0.00059828,0.0469,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.250,0.000,0.000,0.000
21:35:16_18.05.2019,train,[91/100],[4/6],0.00061031,0.0469,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000
21:35:31_18.05.2019,train,[91/100],[5/6],0.00040869,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500
21:35:42_18.05.2019,valid,[91/100],[0/6],0.00057571,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:35:53_18.05.2019,train,[92/100],[0/6],0.00067291,0.0312,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000
21:36:17_18.05.2019,train,[92/100],[1/6],0.00062731,0.0625,0.125,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.125,0.000
21:36:40_18.05.2019,train,[92/100],[2/6],0.00062478,0.0234,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:37:04_18.05.2019,train,[92/100],[3/6],0.00059705,0.0547,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.125,0.125,0.000
21:37:28_18.05.2019,train,[92/100],[4/6],0.00052010,0.0312,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000
21:37:45_18.05.2019,train,[92/100],[5/6],0.00078276,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500
21:37:57_18.05.2019,valid,[92/100],[0/6],0.00057518,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:38:07_18.05.2019,train,[93/100],[0/6],0.00053434,0.0391,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.250,0.000,0.000
21:38:30_18.05.2019,train,[93/100],[1/6],0.00059281,0.0547,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125
21:38:53_18.05.2019,train,[93/100],[2/6],0.00062398,0.0703,0.000,0.375,0.250,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.125,0.000,0.000
21:39:18_18.05.2019,train,[93/100],[3/6],0.00066775,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:39:41_18.05.2019,train,[93/100],[4/6],0.00063884,0.0391,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000
21:39:56_18.05.2019,train,[93/100],[5/6],0.00063907,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
21:40:07_18.05.2019,valid,[93/100],[0/6],0.00057213,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:40:18_18.05.2019,train,[94/100],[0/6],0.00071027,0.0469,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000
21:40:41_18.05.2019,train,[94/100],[1/6],0.00061019,0.0234,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000
21:41:05_18.05.2019,train,[94/100],[2/6],0.00053391,0.0312,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:41:28_18.05.2019,train,[94/100],[3/6],0.00065291,0.0703,0.250,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.125,0.125
21:41:51_18.05.2019,train,[94/100],[4/6],0.00060965,0.0391,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
21:42:06_18.05.2019,train,[94/100],[5/6],0.00041793,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:42:18_18.05.2019,valid,[94/100],[0/6],0.00057244,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:42:28_18.05.2019,train,[95/100],[0/6],0.00064827,0.0469,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000
21:42:50_18.05.2019,train,[95/100],[1/6],0.00059145,0.0469,0.000,0.000,0.125,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000
21:43:13_18.05.2019,train,[95/100],[2/6],0.00062217,0.0625,0.125,0.125,0.250,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000
21:43:39_18.05.2019,train,[95/100],[3/6],0.00054342,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
21:44:06_18.05.2019,train,[95/100],[4/6],0.00065560,0.0625,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.000,0.125
21:44:24_18.05.2019,train,[95/100],[5/6],0.00056107,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:44:36_18.05.2019,valid,[95/100],[0/6],0.00056617,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:44:47_18.05.2019,train,[96/100],[0/6],0.00065161,0.0391,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000
21:45:11_18.05.2019,train,[96/100],[1/6],0.00056247,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
21:45:37_18.05.2019,train,[96/100],[2/6],0.00066651,0.0547,0.125,0.125,0.000,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
21:46:04_18.05.2019,train,[96/100],[3/6],0.00064105,0.0547,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.250,0.125,0.000,0.000,0.125,0.000,0.000
21:46:30_18.05.2019,train,[96/100],[4/6],0.00056502,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000
21:46:47_18.05.2019,train,[96/100],[5/6],0.00062508,0.0625,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000
21:47:00_18.05.2019,valid,[96/100],[0/6],0.00056459,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:47:11_18.05.2019,train,[97/100],[0/6],0.00065996,0.0469,0.000,0.125,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
21:47:39_18.05.2019,train,[97/100],[1/6],0.00068178,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000
21:48:07_18.05.2019,train,[97/100],[2/6],0.00066099,0.0625,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.250,0.000,0.125,0.250,0.000,0.000,0.000
21:48:32_18.05.2019,train,[97/100],[3/6],0.00054464,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.125
21:48:58_18.05.2019,train,[97/100],[4/6],0.00045823,0.0547,0.000,0.000,0.125,0.000,0.250,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125
21:49:15_18.05.2019,train,[97/100],[5/6],0.00091516,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:49:28_18.05.2019,valid,[97/100],[0/6],0.00056597,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:49:39_18.05.2019,train,[98/100],[0/6],0.00059298,0.0391,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000
21:50:03_18.05.2019,train,[98/100],[1/6],0.00066717,0.0625,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.250,0.125,0.125,0.000,0.000
21:50:28_18.05.2019,train,[98/100],[2/6],0.00065516,0.0391,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.000
21:50:54_18.05.2019,train,[98/100],[3/6],0.00061591,0.0391,0.000,0.000,0.000,0.000,0.125,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:51:21_18.05.2019,train,[98/100],[4/6],0.00057351,0.0234,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:51:38_18.05.2019,train,[98/100],[5/6],0.00055325,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:51:51_18.05.2019,valid,[98/100],[0/6],0.00056367,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:52:03_18.05.2019,train,[99/100],[0/6],0.00052703,0.0547,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.250,0.000,0.125
21:52:29_18.05.2019,train,[99/100],[1/6],0.00061033,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
21:52:57_18.05.2019,train,[99/100],[2/6],0.00054455,0.0703,0.000,0.250,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.250,0.125,0.000,0.000,0.000,0.125
